,avg,each,fold,nModels,ntree,tc
291,0.6667947197338493,0.6667947111969373,1,1,350,5
292,0.6632991148821303,0.6632991071281273,1,1,400,5
293,0.6611959765153508,0.6611959685573147,1,1,450,5
294,0.6595288058975471,0.6595287985788624,1,1,500,5
295,0.6585279907988506,0.6585279830455673,1,1,550,5
296,0.6589816856439584,0.6589816779562143,1,1,600,5
297,0.6594717620851195,0.659471753852284,1,1,650,5
298,0.6605567697407269,0.6605567602557305,1,1,700,5
299,0.661231791937674,0.6711331988426815,1,2,300,5
300,0.6553960953101311,0.6656366683471687,1,2,350,5
301,0.6518102220182832,0.6621185210436177,1,2,400,5
302,0.6494795400610184,0.65984498873847,1,2,450,5
303,0.6479211654846663,0.6588143889750877,1,2,500,5
304,0.6470259859628005,0.6581331901045298,1,2,550,5
305,0.6473502686466229,0.6586147296825728,1,2,600,5
306,0.6475744244067462,0.6588092050624471,1,2,650,5
307,0.6483738167770441,0.6595878126114346,1,2,700,5
308,0.6579183479729311,0.672708935358906,1,3,300,5
309,0.6521273450438655,0.6672818900776113,1,3,350,5
310,0.6482290829972982,0.6629335085001191,1,3,400,5
311,0.645872994212249,0.6609763245183592,1,3,450,5
312,0.6443382724006431,0.6597956205908246,1,3,500,5
313,0.6433140282962704,0.6589873992261979,1,3,550,5
314,0.6433215569801723,0.6586965911527634,1,3,600,5
315,0.6434899754630572,0.6592677066474089,1,3,650,5
316,0.6442491812397907,0.6604958712833603,1,3,700,5
317,0.6558170526437109,0.6710236244356728,1,4,300,5
318,0.6500500922690936,0.6656794631363511,1,4,350,5
319,0.6460091031309034,0.6617502106374131,1,4,400,5
320,0.6436797459199559,0.6596047535602769,1,4,450,5
321,0.6421313463038046,0.6584647679958069,1,4,500,5
322,0.6411183706325565,0.6576312940391077,1,4,550,5
323,0.6410569839298684,0.6577296948598443,1,4,600,5
324,0.6413123043864264,0.6584890083991299,1,4,650,5
325,0.6419756212665017,0.6591467215875726,1,4,700,5
326,0.6545306436329219,0.6699527736101654,1,5,300,5
327,0.648719980252988,0.6645731381322361,1,5,350,5
328,0.6445613568523791,0.6604182622178024,1,5,400,5
329,0.6422227839854525,0.6582917929138056,1,5,450,5
330,0.6406243053573227,0.6569763935116342,1,5,500,5
331,0.6396164819732993,0.6567468991835682,1,5,550,5
332,0.6394240217802657,0.6558678883773984,1,5,600,5
333,0.6396595350539913,0.6561105751571292,1,5,650,5
334,0.640406573314681,0.6573366503697425,1,5,700,5
335,0.6539778057130468,0.6720510890909386,1,6,300,5
336,0.648172105439777,0.6669093285386832,1,6,350,5
337,0.6440219653362492,0.6629148030469728,1,6,400,5
338,0.6416863918457778,0.6610663061710346,1,6,450,5
339,0.6399807856396522,0.659343523496931,1,6,500,5
340,0.6389443319897901,0.6583579472625637,1,6,550,5
341,0.6387879921379126,0.658496116816812,1,6,600,5
342,0.6388848211338374,0.6582943868873788,1,6,650,5
343,0.6395561082281416,0.659088375574465,1,6,700,5
344,0.6531900079867641,0.670800325424566,1,7,300,5
345,0.6474016315351245,0.665287861075439,1,7,350,5
346,0.6432758606510574,0.661526800119209,1,7,400,5
347,0.6408762459109214,0.6590372951232448,1,7,450,5
348,0.6391817452274945,0.6578394862238482,1,7,500,5
349,0.6381402091919107,0.6570061175425777,1,7,550,5
350,0.6379849969167894,0.6573832119852927,1,7,600,5
351,0.6381451245885053,0.6582769494265424,1,7,650,5
352,0.6388692936624368,0.659674138127725,1,7,700,5
353,0.6529664631902075,0.6730347892339323,1,8,300,5
354,0.6470998776339717,0.6671074872325917,1,8,350,5
355,0.6429849018918098,0.6630543728480011,1,8,400,5
356,0.6406042553319667,0.6611109638480641,1,8,450,5
357,0.6389016801414761,0.6596768648636278,1,8,500,5
358,0.6377828275637966,0.6587362491242151,1,8,550,5
359,0.6377149356292434,0.6597882511072973,1,8,600,5
360,0.637924358454586,0.6603945679414575,1,8,650,5
361,0.6386696157717004,0.6613056365853835,1,8,700,5
362,0.6527414308825257,0.6711799280035133,1,9,300,5
363,0.6468794952448318,0.665693592393941,1,9,350,5
364,0.6427401220613036,0.6615408516199739,1,9,400,5
365,0.6403629371634634,0.6596274175109818,1,9,450,5
366,0.6386639276925954,0.6585616623999814,1,9,500,5
367,0.6375321428676236,0.6577819927734674,1,9,550,5
368,0.6373959363898385,0.6577384174547376,1,9,600,5
369,0.6376329276131771,0.6583238615015186,1,9,650,5
370,0.6383679121303598,0.659440028092899,1,9,700,5
371,0.6526180761568937,0.67236302983469,1,10,300,5
372,0.6468350798605121,0.6677485162787777,1,10,350,5
373,0.6426698390318003,0.6638764007162213,1,10,400,5
374,0.6403163686170555,0.6619209078250284,1,10,450,5
375,0.6386338390885703,0.6608683373258942,1,10,500,5
376,0.6374528150137676,0.6598962564657059,1,10,550,5
377,0.637256968539395,0.6594897939541776,1,10,600,5
378,0.6375170089720802,0.6602296451984273,1,10,650,5
379,0.6382531611453239,0.6613039036447307,1,10,700,5
380,0.6739871633093725,0.6739871568255611,2,1,500,4
381,0.6718133936490936,0.6718133881639786,2,1,550,4
382,0.6708027819134046,0.6708027755994719,2,1,600,4
383,0.6702066380762062,0.6702066306684934,2,1,650,4
384,0.6697223436664966,0.6697223368061657,2,1,700,4
385,0.6697488409574017,0.6697488323307339,2,1,750,4
386,0.6700900601849926,0.6700900506022976,2,1,800,4
387,0.6705994673491675,0.6705994577930932,2,1,850,4
388,0.671508949039427,0.6715089404816643,2,1,900,4
389,0.6729805004854044,0.6729804918239443,2,1,950,4
390,0.6657062040710414,0.6769731510052162,2,2,500,4
391,0.6633366872480897,0.6746041642131805,2,2,550,4
392,0.6621561922480947,0.6734692163947772,2,2,600,4
393,0.6615901343918345,0.6732799562134653,2,2,650,4
394,0.6610299006032377,0.6731178636509648,2,2,700,4
395,0.6610889613051923,0.6731837086179544,2,2,750,4
396,0.661455489907488,0.6738964526252826,2,2,800,4
397,0.6615835936198338,0.6739738943603962,2,2,850,4
398,0.6621180996815345,0.6745670615286316,2,2,900,4
399,0.6636222800542089,0.6761036419414792,2,2,950,4
400,0.6630161642249239,0.6765301193165489,2,3,500,4
401,0.660754224555084,0.6747875038229314,2,3,550,4
402,0.6593795306197328,0.6732702781455204,2,3,600,4
403,0.6583911959449837,0.6717553464869302,2,3,650,4
404,0.6576429091108823,0.6708129875543183,2,3,700,4
405,0.6576467315182284,0.6707655506905867,2,3,750,4
406,0.6579091514251433,0.6712343651622913,2,3,800,4
407,0.6581511014139251,0.6718052685401562,2,3,850,4
408,0.658887924227247,0.6731364153630544,2,3,900,4
409,0.6602562425263346,0.6747861315388745,2,3,950,4
410,0.6610255601257464,0.6736352455210627,2,4,500,4
411,0.6589418721479181,0.6723964121833643,2,4,550,4
412,0.6574593933348468,0.6708767822093865,2,4,600,4
413,0.6564575950637594,0.6704655681733724,2,4,650,4
414,0.6557543814638711,0.6700120375400929,2,4,700,4
415,0.6558056253023523,0.670371134074882,2,4,750,4
416,0.6560269917000081,0.6709700244326984,2,4,800,4
417,0.6562419083184362,0.6711920602756768,2,4,850,4
418,0.6569953346070586,0.6720949563175523,2,4,900,4
419,0.6582282277585649,0.6732479922364684,2,4,950,4
420,0.6606243656345249,0.6778837132122132,2,5,500,4
421,0.6584943923000555,0.675709691910132,2,5,550,4
422,0.6570489774064183,0.6745592151310531,2,5,600,4
423,0.6560209428758351,0.6736380042773485,2,5,650,4
424,0.6552410752744651,0.6729271940884859,2,5,700,4
425,0.6551361896676287,0.6726053480307396,2,5,750,4
426,0.6553079291432025,0.6728207241405436,2,5,800,4
427,0.6554316979495668,0.6729443750271878,2,5,850,4
428,0.6562639116689751,0.6741679125359549,2,5,900,4
429,0.6574063949789898,0.6752742219569894,2,5,950,4
430,0.65997835618627,0.6761896914587892,2,6,500,4
431,0.657800416284746,0.6740750306180173,2,6,550,4
432,0.6561462154433384,0.6716636485786327,2,6,600,4
433,0.6551666862905487,0.6713210561592774,2,6,650,4
434,0.6543740683546281,0.6705534808533568,2,6,700,4
435,0.6542500530864037,0.6705393219813587,2,6,750,4
436,0.6543245727346412,0.6701495221356462,2,6,800,4
437,0.6544853740229903,0.6707538709520217,2,6,850,4
438,0.6553056483639427,0.6720002362362314,2,6,900,4
439,0.6565053671316456,0.6734870499370486,2,6,950,4
440,0.6596510346613561,0.6780374294828996,2,7,500,4
441,0.6574997392840294,0.6762615456008632,2,7,550,4
442,0.6558949122388389,0.6754271804368839,2,7,600,4
443,0.6549063219081364,0.6746368577701018,2,7,650,4
444,0.6541209885274816,0.6742323001489774,2,7,700,4
445,0.6539527553209198,0.6739207060024592,2,7,750,4
446,0.6541217535685693,0.6748576346023748,2,7,800,4
447,0.6543233990487103,0.6754876390990776,2,7,850,4
448,0.6550611706024676,0.6760155845318947,2,7,900,4
449,0.6562081132468065,0.6771748884875702,2,7,950,4
450,0.6590783009777669,0.6746708171497968,2,8,500,4
451,0.6569230599186194,0.6729679125433696,2,8,550,4
452,0.6552736600762533,0.6711030412041968,2,8,600,4
453,0.654317814092175,0.670462134842073,2,8,650,4
454,0.6535761546918764,0.6707163350268329,2,8,700,4
455,0.6534479086709786,0.6706745957754225,2,8,750,4
456,0.6535454402441578,0.6706175725047387,2,8,800,4
457,0.6537815164426302,0.6715226289219468,2,8,850,4
458,0.6544228059985149,0.6718168422549824,2,8,900,4
459,0.6555943799477322,0.67339853296683,2,8,950,4
460,0.6588622549819102,0.6760582120553162,2,9,500,4
461,0.6566829587959068,0.6739446525079993,2,9,550,4
462,0.6551036980660677,0.673444997780438,2,9,600,4
463,0.6540510508639772,0.6718838440047891,2,9,650,4
464,0.6533337917880787,0.6715290470649331,2,9,700,4
465,0.653205708938648,0.6717479606244184,2,9,750,4
466,0.6533447855865724,0.6726024059216125,2,9,800,4
467,0.6536571765260164,0.6735186833369122,2,9,850,4
468,0.6543677535801657,0.675282526055652,2,9,900,4
469,0.6555194004283471,0.6763570020771267,2,9,950,4
470,0.6588035106995499,0.6786329546481089,2,10,500,4
471,0.656604576142108,0.6766603282218296,2,10,550,4
472,0.6550354470285771,0.6753678436075594,2,10,600,4
473,0.653910612739309,0.6739402739507725,2,10,650,4
474,0.6531823743922894,0.6732946268983695,2,10,700,4
475,0.6530201878038846,0.6728339888429146,2,10,750,4
476,0.653152596006236,0.6731721447285474,2,10,800,4
477,0.653448434302785,0.6736324319065216,2,10,850,4
478,0.6541500169492678,0.6744096008375826,2,10,900,4
479,0.6553188518499062,0.6758939702656284,2,10,950,4
480,0.6849553416997213,0.6849553349986095,2,1,300,5
481,0.679882773207537,0.6798827668416894,2,1,350,5
482,0.6764689263452693,0.676468919292441,2,1,400,5
483,0.6741503688098056,0.6741503621286725,2,1,450,5
484,0.6721812382116018,0.6721812313171356,2,1,500,5
485,0.6716003749420973,0.6716003667837093,2,1,550,5
486,0.6723441972861305,0.6723441898710638,2,1,600,5
487,0.6729753194529285,0.6729753110956949,2,1,650,5
488,0.6744256668255114,0.6744256584464918,2,1,700,5
489,0.6747068276899212,0.686425583949886,2,2,300,5
490,0.6698125017531695,0.6820979988569104,2,2,350,5
491,0.6662641656022208,0.6789388408582944,2,2,400,5
492,0.6635838353764427,0.6760768031948897,2,2,450,5
493,0.6619387139606646,0.6754192149315357,2,2,500,5
494,0.6611695484976322,0.6747717439525512,2,2,550,5
495,0.661555809791692,0.675148379292864,2,2,600,5
496,0.6623240339436179,0.6763775389876653,2,2,650,5
497,0.6636410981785927,0.677692748689837,2,2,700,5
498,0.6703442363028831,0.6837436284602568,2,3,300,5
499,0.6652585234509535,0.6783772145041417,2,3,350,5
