,avg,each,epochs,fold,h1,h2,nModels
230,0.6334272662243686,0.6890086341095416,210,0,70,90,3
231,0.6382544390189182,0.6994447916319196,220,0,70,90,3
232,0.6364924057805447,0.7037189563236063,230,0,70,90,3
233,0.6426701048534669,0.7269632898835249,240,0,70,90,3
234,0.6426084079735229,0.7179360123455376,250,0,70,90,3
235,0.6437356062397405,0.7242411547134668,260,0,70,90,3
236,0.6588824236527753,0.7494696207098237,270,0,70,90,3
237,0.6499418202559166,0.732761973570855,280,0,70,90,3
238,0.6545460720602366,0.7418816456002733,290,0,70,90,3
239,0.6617356246533778,0.7633521103186073,300,0,70,90,3
240,0.6630900903355913,0.7812602103488054,310,0,70,90,3
241,0.6689816408937177,0.7858414524845768,320,0,70,90,3
242,0.6707682073330433,0.782273375557113,330,0,70,90,3
243,0.6761033577025783,0.7866552479796887,340,0,70,90,3
244,0.6774352911507819,0.7992727907895765,350,0,70,90,3
245,0.6818213628916917,0.8033021628817896,360,0,70,90,3
246,0.6854834299446988,0.816178053065358,370,0,70,90,3
247,0.6900941028381116,0.8268667728796205,380,0,70,90,3
248,0.6956878790835404,0.8263399400386441,390,0,70,90,3
249,0.69854139633235,0.8413525549354556,400,0,70,90,3
250,0.7025937020842878,0.8571358837013762,410,0,70,90,3
251,0.7061900276536781,0.8653157669487826,420,0,70,90,3
252,1.1528005897103937,1.1718360997224295,10,0,60,100,4
253,0.9577686901091048,0.977861932456594,20,0,60,100,4
254,0.874175530402979,0.8930802728664764,30,0,60,100,4
255,0.8205227478830169,0.8404134550118498,40,0,60,100,4
256,0.7810205101640256,0.8039078229098942,50,0,60,100,4
257,0.7494283098528001,0.772605724329937,60,0,60,100,4
258,0.7240512886235384,0.7532226903626869,70,0,60,100,4
259,0.7026686581094066,0.7285690353945471,80,0,60,100,4
260,0.6845684363693357,0.7133539487281086,90,0,60,100,4
261,0.67120045298264,0.705396116462032,100,0,60,100,4
262,0.6592274032524471,0.6962872820135163,110,0,60,100,4
263,0.6503160307705271,0.6867725220465749,120,0,60,100,4
264,0.6419641149978875,0.6828094155086543,130,0,60,100,4
265,0.6403870710811118,0.6871520013895945,140,0,60,100,4
266,0.6309685906466187,0.6816262272277887,150,0,60,100,4
267,0.6293244727657532,0.6857428345597545,160,0,60,100,4
268,0.6257337482391551,0.6760108269950826,170,0,60,100,4
269,0.6225959136085115,0.6830327573113996,180,0,60,100,4
270,0.6240191468008308,0.6821432649239028,190,0,60,100,4
271,0.621355449588683,0.6991671993973084,200,0,60,100,4
272,0.623166363418922,0.6959248933256298,210,0,60,100,4
273,0.6231684685148768,0.6963630583202177,220,0,60,100,4
274,0.6252773782801468,0.7018801957040851,230,0,60,100,4
275,0.6259002599528699,0.7191208502093227,240,0,60,100,4
276,0.6303566142557498,0.7265477292615273,250,0,60,100,4
277,0.6338177680366827,0.730397829415397,260,0,60,100,4
278,0.6364081474100343,0.73865666107238,270,0,60,100,4
279,0.6368824958491304,0.7363126020001284,280,0,60,100,4
280,0.6425555389368354,0.756755930960898,290,0,60,100,4
281,0.6448590810399939,0.7638754880827061,300,0,60,100,4
282,0.6441915264042887,0.7712653733573055,310,0,60,100,4
283,0.6451184680039231,0.7625166089159838,320,0,60,100,4
284,0.6503594090392966,0.772828051536203,330,0,60,100,4
285,0.6512203450599516,0.786682553789538,340,0,60,100,4
286,0.6572129172925796,0.7867822257898285,350,0,60,100,4
287,0.659740006154903,0.8006773335000793,360,0,60,100,4
288,0.6643000975334592,0.8075802056402641,370,0,60,100,4
289,0.6673486256917881,0.8267539557050317,380,0,60,100,4
290,0.6727928422658568,0.8458004455392473,390,0,60,100,4
291,0.6712242631040356,0.8338790811748843,400,0,60,100,4
292,0.6758883853211618,0.83571670084671,410,0,60,100,4
293,0.6777531165876196,0.8486365088823469,420,0,60,100,4
294,1.1367687366181363,1.1611342432579586,10,0,70,90,4
295,0.9481311132683166,0.9702633381230515,20,0,70,90,4
296,0.8675665868889353,0.8856095213278458,30,0,70,90,4
297,0.8168582038684647,0.8366960700111368,40,0,70,90,4
298,0.7798813271290527,0.801166995199877,50,0,70,90,4
299,0.7470110012633276,0.7650818986609061,60,0,70,90,4
300,0.721655124217985,0.7411785799415359,70,0,70,90,4
301,0.7013450287495693,0.725992690779879,80,0,70,90,4
302,0.6832902399952467,0.705887197174968,90,0,70,90,4
303,0.6696681060764973,0.7002770684387124,100,0,70,90,4
304,0.6567191463005333,0.6859569538516803,110,0,70,90,4
305,0.6473787847028588,0.6775888207837122,120,0,70,90,4
306,0.6404297846943751,0.677943516215862,130,0,70,90,4
307,0.6371026963725591,0.6787226944389908,140,0,70,90,4
308,0.6307968489437614,0.6722553422194398,150,0,70,90,4
309,0.6281273821540302,0.6730756860706065,160,0,70,90,4
310,0.6270536984993588,0.6725548032531518,170,0,70,90,4
311,0.6278354472601813,0.6849341832122383,180,0,70,90,4
312,0.6241236268399921,0.6910463904457316,190,0,70,90,4
313,0.6254942768222647,0.6854431788751377,200,0,70,90,4
314,0.6232794798369362,0.6911992297222044,210,0,70,90,4
315,0.6281136995377608,0.6948329741026463,220,0,70,90,4
316,0.6262446184696833,0.6985266503015122,230,0,70,90,4
317,0.6280603513584389,0.699498339065562,240,0,70,90,4
318,0.6323156234037579,0.7244478607178556,250,0,70,90,4
319,0.6312042212080532,0.726617612063566,260,0,70,90,4
320,0.6418566251969219,0.7267782400700522,270,0,70,90,4
321,0.6369355401540207,0.751991972981322,280,0,70,90,4
322,0.6375501485500277,0.7381054190470304,290,0,70,90,4
323,0.6430159676147122,0.7544787513767625,300,0,70,90,4
324,0.6438869303116139,0.7503838606069423,310,0,70,90,4
325,0.6531267289913296,0.7733483514232002,320,0,70,90,4
326,0.6520956233494837,0.7702239608317448,330,0,70,90,4
327,0.658071307404868,0.7900155873145458,340,0,70,90,4
328,0.6590389686370514,0.7895645003785435,350,0,70,90,4
329,0.6644022738249309,0.8246143931174544,360,0,70,90,4
330,0.6630244963884379,0.8130352186599985,370,0,70,90,4
331,0.6666012424099079,0.8071130753470497,380,0,70,90,4
332,0.6713979938310308,0.8186027076983524,390,0,70,90,4
333,0.6762040174512536,0.8313467185080579,400,0,70,90,4
334,0.6814282432923122,0.8586493832784174,410,0,70,90,4
335,0.682027719854505,0.8379970052086875,420,0,70,90,4
336,1.1540085071387038,1.1862333243689431,10,0,60,100,5
337,0.9569814567605501,0.9804647534562357,20,0,60,100,5
338,0.8724059518635142,0.8969484169529203,30,0,60,100,5
339,0.8196310990073091,0.8461050438830269,40,0,60,100,5
340,0.779659369870054,0.8044090810491028,50,0,60,100,5
341,0.7478570192903335,0.7727390730186425,60,0,60,100,5
342,0.7219171880090488,0.748277567012902,70,0,60,100,5
343,0.7000864435201506,0.7266234532695536,80,0,60,100,5
344,0.6824857154956651,0.7135638245647413,90,0,60,100,5
345,0.667791139251562,0.6950867934576244,100,0,60,100,5
346,0.6563095831493462,0.6882773677529366,110,0,60,100,5
347,0.6472609064367078,0.6851946183052313,120,0,60,100,5
348,0.6374172839117767,0.6721827439252233,130,0,60,100,5
349,0.6356953684412473,0.6763838611394155,140,0,60,100,5
350,0.6272099448895524,0.6747041257494772,150,0,60,100,5
351,0.6252869534560775,0.6708790419640062,160,0,60,100,5
352,0.6218131923228878,0.6719704802803147,170,0,60,100,5
353,0.6186646598295078,0.6785242332388689,180,0,60,100,5
354,0.6189210145173251,0.683017957898075,190,0,60,100,5
355,0.6162504478210971,0.6757910536734018,200,0,60,100,5
356,0.6174201074258272,0.6795108513654285,210,0,60,100,5
357,0.6176665612745419,0.6881976301033039,220,0,60,100,5
358,0.619580128048241,0.6920467877201648,230,0,60,100,5
359,0.6197385475909767,0.695455667244033,240,0,60,100,5
360,0.6228444028441955,0.710886180742589,250,0,60,100,5
361,0.6247944953252785,0.7093471492354902,260,0,60,100,5
362,0.6289536490860989,0.7198950435195427,270,0,60,100,5
363,0.6282062654284593,0.7221345258971347,280,0,60,100,5
364,0.6330047442761406,0.7337817562806622,290,0,60,100,5
365,0.6351360287773764,0.7694446451126806,300,0,60,100,5
366,0.6347932026767107,0.7472664344881644,310,0,60,100,5
367,0.6355589955325485,0.7802456913469541,320,0,60,100,5
368,0.6396750867656451,0.7624423846035563,330,0,60,100,5
369,0.6413526359337227,0.7749212407982434,340,0,60,100,5
370,0.6459784691294251,0.7959095581011842,350,0,60,100,5
371,0.6460190348060745,0.782448051518987,360,0,60,100,5
372,0.6515110770542192,0.7959620831781925,370,0,60,100,5
373,0.6560064230919249,0.8123088835175134,380,0,60,100,5
374,0.6572881828457229,0.8144034527854628,390,0,60,100,5
375,0.6567909259721477,0.8262339010610606,400,0,60,100,5
376,0.6597890625068221,0.8379731848903491,410,0,60,100,5
377,0.663877772402637,0.8423443358869185,420,0,60,100,5
378,1.139566233669178,1.1772066777483463,10,0,70,90,5
379,0.9477126130097566,0.972441850121695,20,0,70,90,5
380,0.8668867944583369,0.8903684170648425,30,0,70,90,5
381,0.8158864138158806,0.8376907005882119,40,0,70,90,5
382,0.7790243556946455,0.801465819061838,50,0,70,90,5
383,0.7463904862174633,0.7736969657531392,60,0,70,90,5
384,0.7203154411659368,0.7451896330891663,70,0,70,90,5
385,0.7004852150349882,0.7302220044576059,80,0,70,90,5
386,0.6817608262999998,0.7122732829643682,90,0,70,90,5
387,0.6676156587066164,0.6981593951102366,100,0,70,90,5
388,0.654480861243769,0.6923153901054693,110,0,70,90,5
389,0.6451831217407699,0.6854461114329464,120,0,70,90,5
390,0.6378798401028067,0.6781888477460588,130,0,70,90,5
391,0.6335305822824566,0.6797703123929287,140,0,70,90,5
392,0.6281150522036707,0.6794495815226879,150,0,70,90,5
393,0.6240539657118078,0.6779638413709573,160,0,70,90,5
394,0.6233986555946543,0.6756489093257466,170,0,70,90,5
395,0.6218564488524104,0.6791800962798898,180,0,70,90,5
396,0.6198833640414576,0.7047762569692965,190,0,70,90,5
397,0.6194255943005549,0.6893787074778568,200,0,70,90,5
398,0.6179754472742349,0.6901169921452797,210,0,70,90,5
399,0.6216523832175099,0.6967834303060303,220,0,70,90,5
400,0.6209640700211297,0.7059201544942897,230,0,70,90,5
401,0.6207795903999959,0.7188131669952932,240,0,70,90,5
402,0.6263598361782388,0.7267343450920525,250,0,70,90,5
403,0.623528259897076,0.7359993844768639,260,0,70,90,5
404,0.6347013327984212,0.7361091009939507,270,0,70,90,5
405,0.6295567511172927,0.740567318728365,280,0,70,90,5
406,0.6303572174349392,0.7474960223659318,290,0,70,90,5
407,0.6348882600294065,0.7546009232692442,300,0,70,90,5
408,0.6353117341180957,0.7668154922108639,310,0,70,90,5
409,0.6425073823857462,0.7652200277318807,320,0,70,90,5
410,0.6438127228556095,0.7874198347898572,330,0,70,90,5
411,0.6480016519231481,0.7893527075927184,340,0,70,90,5
412,0.6490328032292446,0.7911263355763566,350,0,70,90,5
413,0.6533016404713542,0.7985834598083524,360,0,70,90,5
414,0.6515931430763457,0.8088826097299374,370,0,70,90,5
415,0.6558153388079359,0.8198831413991156,380,0,70,90,5
416,0.658141137167666,0.8257430191840822,390,0,70,90,5
417,0.6636363981956327,0.8747695459809665,400,0,70,90,5
418,0.6664352871308897,0.8357038679797949,410,0,70,90,5
419,0.6686080563122729,0.8520491265373544,420,0,70,90,5
420,1.1508679454711388,1.159785071989773,10,0,60,100,6
421,0.955494039858001,0.9729801864562643,20,0,60,100,6
422,0.8711948967194659,0.8924811398354686,30,0,60,100,6
423,0.8186212600074855,0.8408641360916985,40,0,60,100,6
424,0.7789975229034356,0.8026459886990531,50,0,60,100,6
425,0.747108108212634,0.7734887518542817,60,0,60,100,6
426,0.7211091780362393,0.7498483280409144,70,0,60,100,6
427,0.6991031797297892,0.7322031273970084,80,0,60,100,6
428,0.6815129500008976,0.7143785997971727,90,0,60,100,6
429,0.6666214234502531,0.7054095672823979,100,0,60,100,6
430,0.6548433919350178,0.6906203869421655,110,0,60,100,6
431,0.6459262567526095,0.6844475128982586,120,0,60,100,6
432,0.6360650079876511,0.6776525082349221,130,0,60,100,6
433,0.6332975098822607,0.6749918301497425,140,0,60,100,6
434,0.6259064654139738,0.676703807815227,150,0,60,100,6
435,0.6231876303812791,0.6713751150362509,160,0,60,100,6
436,0.6195098608161764,0.6725810849311675,170,0,60,100,6
437,0.616693726070806,0.6792005918200413,180,0,60,100,6
438,0.6156340503445797,0.6776115326559018,190,0,60,100,6
439,0.6138501511885334,0.711756049110166,200,0,60,100,6
440,0.6146266776498925,0.6903075737535879,210,0,60,100,6
441,0.6132930827497546,0.6919398133187308,220,0,60,100,6
442,0.617399429363271,0.7138676436658158,230,0,60,100,6
443,0.617030805149726,0.7250405322198069,240,0,60,100,6
444,0.6194167465497837,0.7225119129829382,250,0,60,100,6
445,0.620267693864576,0.7156277748966324,260,0,60,100,6
446,0.6247314820270243,0.7442384178712429,270,0,60,100,6
447,0.6229654368761558,0.764544821737933,280,0,60,100,6
448,0.6275356374634156,0.743841143451246,290,0,60,100,6
449,0.630068329657407,0.754839150344335,300,0,60,100,6
450,0.6292914907253297,0.7563133767543393,310,0,60,100,6
451,0.6301479908099008,0.7709740634099357,320,0,60,100,6
452,0.6331420999724005,0.7738633804375875,330,0,60,100,6
453,0.6352393522128295,0.7799348393370101,340,0,60,100,6
454,0.6388798049624804,0.7954824095625727,350,0,60,100,6
455,0.6404622986020199,0.7966076512547249,360,0,60,100,6
456,0.6448061231458225,0.807873778480799,370,0,60,100,6
457,0.6481109963448924,0.8203085874718579,380,0,60,100,6
458,0.6485342409201522,0.8309624007312231,390,0,60,100,6
459,0.6490886213912591,0.8281198213462867,400,0,60,100,6
460,0.6526205904593353,0.843044170738659,410,0,60,100,6
461,0.65726986094793,0.8561714156378882,420,0,60,100,6
462,1.137932687242596,1.1564854856367373,10,0,70,90,6
463,0.9479816859321593,0.9764973796108409,20,0,70,90,6
464,0.8670443178145295,0.8950397578947056,30,0,70,90,6
465,0.815471622941626,0.8407989264025579,40,0,70,90,6
466,0.7777130310898368,0.8033303146859094,50,0,70,90,6
