max_depth,4,4,5,5
model,XGB,XGB_avg,XGB,XGB_avg
,,,,
300,,,0.675972658401,0.65674306027
350,,,0.67086622716,0.651319413373
400,,,0.66740610472,0.647568614034
450,,,0.665427730229,0.645291460981
500,0.666936271954,0.649870576939,0.664364441565,0.643847794741
550,0.664881709526,0.647591374354,0.664066936692,0.643233656371
600,0.663626492962,0.646087609988,0.664486759526,0.643335184756
650,0.662829807475,0.645022284429,0.665342077089,0.643879127295
700,0.662632000544,0.644552777041,0.666733430158,0.644984017441
750,0.66272334666,0.644429655434,,
800,0.663144173543,0.644583548718,,
850,0.663873749449,0.645020081606,,
900,0.664808840882,0.645765183054,,
950,0.666087513797,0.646834292502,,
