h1,60,60,60,70,70,70
model,NN,NN_avg,NN_XGB,NN,NN_avg,NN_XGB
epochs,,,,,,
110,0.707522335962,0.664439964801,0.603870880881,0.70416523676,0.661296437489,0.602405960012
120,0.70069670838,0.654273328829,0.598048753485,0.69822182164,0.651893179002,0.597056619133
130,0.696450315611,0.645805153287,0.593200700871,0.693953330759,0.643362946881,0.591953294537
140,0.694375966331,0.638625349909,0.588840260352,0.691701972011,0.636688756434,0.587845531679
150,0.692269803588,0.632612377845,0.585059964533,0.691507686594,0.631502623118,0.584244157771
160,0.69287634548,0.62857058179,0.582037388622,0.69123428546,0.627673673604,0.581413101346
170,0.693904292319,0.624782244346,0.579127237987,0.69430725768,0.624026935235,0.578470017743
180,0.697078528183,0.622290145776,0.577032553725,0.697382849051,0.62128258914,0.576240930978
190,0.700559364314,0.619523060312,0.574767995039,0.701142101575,0.61949812712,0.574181364288
200,0.70376424298,0.617945857838,0.572870885217,0.705095075489,0.617786206251,0.572233420089
210,0.710759377446,0.617168797724,0.571349154455,0.710958173453,0.616497228774,0.570579832672
220,0.715237521337,0.616189953787,0.569886974393,0.71566343612,0.616738909865,0.569590406278
230,0.722075208696,0.615458297813,0.568603810099,0.723082062706,0.616874514802,0.568577473846
240,0.728098064943,0.616079313186,0.567996192204,0.729594889845,0.617521810982,0.567805170948
250,0.733259902332,0.615978964966,0.566907539221,0.735913768717,0.618017290255,0.567047762705
260,0.740462538523,0.616469352201,0.566310145645,0.745944805433,0.618262797293,0.566315041985
270,0.747690032088,0.617528584926,0.565697760769,0.751802099125,0.619330583345,0.56571553929
280,0.755581319387,0.617864098678,0.564943865934,0.759754301741,0.620401988947,0.565425095762
290,0.764154538068,0.61835786912,0.564726627971,0.768389870118,0.622429661515,0.565237446867
300,0.771964608189,0.620025486208,0.564395514058,0.777356599238,0.623560163871,0.564806377324
310,0.778095016586,0.620384431642,0.563743975299,0.782786586711,0.62492654401,0.564520394017
320,0.788431131017,0.62278401122,0.563902258305,0.791389803642,0.626722323669,0.564358268128
330,0.793541568132,0.623207120807,0.563556867044,0.800043937027,0.627989626,0.564131716229
340,0.80366517203,0.624790344734,0.563476884102,0.812006863415,0.629652982995,0.564242152843
350,0.811748048184,0.625675267693,0.563352774293,0.81789720745,0.631653756856,0.564498454029
360,0.819559627148,0.627209673227,0.56302781998,0.826530344173,0.633010197061,0.564195400979
370,0.828037080721,0.629770186868,0.563339499581,0.833283024551,0.634765825863,0.563881679728
380,0.835895932262,0.629610643571,0.56301766937,0.843129815772,0.635759629006,0.563950796135
390,0.842640825391,0.63131137648,0.562667317285,0.850378311978,0.637916709245,0.56403497946
400,0.852337985072,0.633346303656,0.56300719099,0.858861040579,0.639266714531,0.564097971289
410,0.861522756856,0.634249241784,0.56304337878,0.867097589134,0.640068805791,0.563850642334
420,0.866602522169,0.635002275,0.562780158707,0.873576272546,0.642122263483,0.563935363516
